asset_ref,taxonomy,lon,lat,probability(structural-no_damage),probability(structural-slight),probability(structural-moderate),probability(structural-extensive),probability(structural-complete)
CA-T6075023102-PC-RM,RM2M-PC,-1.22E+02,3.77E+01,0.1863,0.0581,0.189,0.1038,0.46
CA-T6075023102-PC-UR,URMM-PC,-1.22E+02,3.77E+01,0.1332,0.0135,0.191,0.0391,0.62
CA-T6075023102-PC-S1,S1H-PC,-1.22E+02,3.77E+01,0.0602,0.0461,0.0814,0.1221,0.69
CA-T6075023102-PC-S2,S2H-PC,-1.22E+02,3.77E+01,0.1916,0.1645,0.0646,0.1367,0.44
CA-T6075023102-PC-S4,S4H-PC,-1.22E+02,3.77E+01,0.0073,0.1967,0.1024,0.1899,0.5
CA-T6075023102-PC-C1,C1H-PC,-1.22E+02,3.77E+01,0.0954,0.1385,0.0875,0.1698,0.51
CA-T6075023102-PC-C2,C2H-PC,-1.22E+02,3.77E+01,0.0864,0.0429,0.0196,0.006,0.85
CA-T6075023102-PC-C3,C3H-PC,-1.22E+02,3.77E+01,0.2046,0.0912,0.0506,0.1797,0.47
CA-T6075023102-PC-PC,PC2H-PC,-1.22E+02,3.77E+01,0.0468,0.1278,0.0189,0.1861,0.62
CA-T6075023102-PC-RM,RM2H-PC,-1.22E+02,3.77E+01,0.1987,0.1673,0.0883,0.0388,0.51
CA-T6013365002-PC-C2,C2L-PC,-1.22E+02,3.80E+01,0.2058,0.15,0.0761,0.0492,0.52
CA-T6013365002-PC-C3,C3L-PC,-1.22E+02,3.80E+01,0.2112,0.1085,0.1492,0.0978,0.43
CA-T6013365002-PC-MH,MH-PC,-1.22E+02,3.80E+01,0.1381,0.1061,0.0357,0.0493,0.67
CA-T6013365002-PC-PC,PC2L-PC,-1.22E+02,3.80E+01,0.0016,0.1775,0.111,0.0906,0.62
CA-T6013365002-PC-RM,RM1L-PC,-1.22E+02,3.80E+01,0.1022,0.1326,0.0838,0.0853,0.6
CA-T6013365002-PC-S1,S1L-PC,-1.22E+02,3.80E+01,0.066,0.14,0.1538,0.0624,0.58
CA-T6013365002-PC-S2,S2L-PC,-1.22E+02,3.80E+01,0.03,0.1849,0.0071,0.0979,0.68
CA-T6013365002-PC-S3,S3-PC,-1.22E+02,3.80E+01,0.0203,0.0164,0.0408,0.0158,0.91
CA-T6013365002-PC-S4,S4L-PC,-1.22E+02,3.80E+01,0.1592,0.1872,0.0023,0.068,0.58
CA-T6013365002-PC-S5,S5L-PC,-1.22E+02,3.80E+01,0.1672,0.1352,0.1757,0.1323,0.39
CA-T6013365002-PC-UR,URML-PC,-1.22E+02,3.80E+01,0.137,0.0994,0.0851,0.0821,0.6
CA-T6013365002-PC-W1,W1-PC,-1.22E+02,3.80E+01,0.234,0.1609,0.1129,0.0138,0.48
CA-T6013365002-PC-S1,S1M-PC,-1.22E+02,3.80E+01,0.1216,0.1856,0.1604,0.0256,0.51
CA-T6013365002-PC-S2,S2M-PC,-1.22E+02,3.80E+01,0.1721,0.1535,0.1487,0.1277,0.4
CA-T6013365002-PC-S4,S4M-PC,-1.22E+02,3.80E+01,0.0308,0.176,0.166,0.0168,0.61
CA-T6013365002-PC-C1,C1M-PC,-1.22E+02,3.80E+01,0.2014,0.1612,0.1359,0.1302,0.37
CA-T6013365002-PC-C2,C2M-PC,-1.22E+02,3.80E+01,0.0579,0.1133,0.1491,0.1642,0.52
CA-T6013365002-PC-C3,C3M-PC,-1.22E+02,3.80E+01,0.0411,0.0362,0.1743,0.1554,0.59
CA-T6013365002-PC-PC,PC2M-PC,-1.22E+02,3.80E+01,0.0872,0.0469,0.1217,0.0873,0.66
CA-T6013365002-PC-RM,RM1M-PC,-1.22E+02,3.80E+01,0.0907,0.1019,0.127,0.0342,0.65
CA-T6013365002-PC-RM,RM2M-PC,-1.22E+02,3.80E+01,0.1882,0.1566,0.1829,0.1121,0.36
CA-T6013365002-PC-UR,URMM-PC,-1.22E+02,3.80E+01,0.1747,0.1485,0.0073,0.1954,0.47
CA-T6013365002-PC-S1,S1H-PC,-1.22E+02,3.80E+01,0.2468,0.1916,0.1379,0.0765,0.35
CA-T6013365002-PC-S2,S2H-PC,-1.22E+02,3.80E+01,0.2248,0.0895,0.0702,0.0463,0.57
CA-T6013365002-PC-S4,S4H-PC,-1.22E+02,3.80E+01,0.1367,0.0281,0.02,0.0763,0.74
CA-T6013365002-PC-C1,C1H-PC,-1.22E+02,3.80E+01,0.2388,0.1935,0.1154,0.1231,0.33
CA-T6013365002-PC-C2,C2H-PC,-1.22E+02,3.80E+01,0.1651,0.1397,0.1842,0.0138,0.5
CA-T6013365002-PC-C3,C3H-PC,-1.22E+02,3.80E+01,0.2373,0.1345,0.1071,0.0554,0.47
CA-T6013365002-PC-PC,PC2H-PC,-1.22E+02,3.80E+01,0.2412,0.1135,0.1988,0.1191,0.33
CA-T6013365002-PC-RM,RM2H-PC,-1.22E+02,3.80E+01,0.0082,0.0866,0.0045,0.1534,0.75
CA-T6075022600-PC-C2,C2L-PC,-1.22E+02,3.78E+01,0.1072,0.0115,0.0307,0.1444,0.71
CA-T6075022600-PC-C3,C3L-PC,-1.22E+02,3.78E+01,0.1689,0.1813,0.1072,0.1157,0.43
CA-T6075022600-PC-MH,MH-PC,-1.22E+02,3.78E+01,0.158,0.1719,0.0563,0.0347,0.58
CA-T6075022600-PC-PC,PC2L-PC,-1.22E+02,3.78E+01,0.1107,0.0258,0.1792,0.1805,0.5
CA-T6075022600-PC-RM,RM1L-PC,-1.22E+02,3.78E+01,0.1056,0.1841,0.1649,0.1926,0.35
CA-T6075022600-PC-S3,S3-PC,-1.22E+02,3.78E+01,0.1266,0.0866,0.1797,0.1145,0.49
CA-T6075022600-PC-S4,S4L-PC,-1.22E+02,3.78E+01,0.2354,0.1297,0.1126,0.0889,0.43
CA-T6075022600-PC-S5,S5L-PC,-1.22E+02,3.78E+01,0.0569,0.0781,0.0993,0.1134,0.65
CA-T6075022600-PC-UR,URML-PC,-1.22E+02,3.78E+01,0.1581,0.1487,0.1599,0.1062,0.43
CA-T6075022600-PC-W1,W1-PC,-1.22E+02,3.78E+01,0.0054,0.184,0.1221,0.1273,0.56
CA-T6075022600-PC-S1,S1M-PC,-1.22E+02,3.78E+01,0.2432,0.1454,0.0643,0.0591,0.49
CA-T6075022600-PC-S2,S2M-PC,-1.22E+02,3.78E+01,0.2343,0.1873,0.0657,0.1646,0.35
CA-T6075022600-PC-S4,S4M-PC,-1.22E+02,3.78E+01,0.102,0.1931,0.0702,0.0759,0.56
CA-T6075022600-PC-C1,C1M-PC,-1.22E+02,3.78E+01,0.1073,0.1743,0.1626,0.124,0.43
CA-T6075022600-PC-C2,C2M-PC,-1.22E+02,3.78E+01,0.1599,0.1464,0.1758,0.0736,0.44
CA-T6075022600-PC-C3,C3M-PC,-1.22E+02,3.78E+01,0.178,0.0096,0.0867,0.0819,0.64
CA-T6075022600-PC-PC,PC2M-PC,-1.22E+02,3.78E+01,0.0475,0.0744,0.0315,0.194,0.65
CA-T6075022600-PC-RM,RM1M-PC,-1.22E+02,3.78E+01,0.144,0.0485,0.1355,0.1365,0.54
CA-T6075022600-PC-RM,RM2M-PC,-1.22E+02,3.78E+01,0.1726,0.1691,0.0563,0.1283,0.47
CA-T6075022600-PC-UR,URMM-PC,-1.22E+02,3.78E+01,0.1079,0.1881,0.1334,0.0493,0.52
CA-T6075022600-PC-S1,S1H-PC,-1.22E+02,3.78E+01,0.1852,0.0783,0.0459,0.004,0.69
CA-T6075022600-PC-S2,S2H-PC,-1.22E+02,3.78E+01,0.2274,0.129,0.1486,0.0175,0.48
CA-T6075022600-PC-S4,S4H-PC,-1.22E+02,3.78E+01,0.1125,0.1572,0.0097,0.1044,0.62
CA-T6075022600-PC-C1,C1H-PC,-1.22E+02,3.78E+01,0.0422,0.1983,0.0988,0.0044,0.66
CA-T6075022600-PC-C2,C2H-PC,-1.22E+02,3.78E+01,0.0736,0.0425,0.1736,0.0444,0.67
CA-T6075022600-PC-C3,C3H-PC,-1.22E+02,3.78E+01,0.2218,0.1502,0.1686,0.0659,0.39
CA-T6075022600-PC-PC,PC2H-PC,-1.22E+02,3.78E+01,0.2265,0.1603,0.0443,0.0263,0.54
CA-T6075022600-PC-RM,RM2H-PC,-1.22E+02,3.78E+01,0.1413,0.1741,0.1187,0.1137,0.45
CA-T6081605200-PC-C2,C2L-PC,-1.22E+02,3.76E+01,0.1925,0.0619,0.1389,0.1342,0.47
CA-T6081605200-PC-C3,C3L-PC,-1.22E+02,3.76E+01,0.239,0.1088,0.1393,0.0641,0.45
CA-T6081605200-PC-MH,MH-PC,-1.22E+02,3.76E+01,0.0966,0.1104,0.039,0.0748,0.68
CA-T6081605200-PC-PC,PC2L-PC,-1.22E+02,3.76E+01,0.1912,0.0686,0.068,0.0752,0.6
CA-T6081605200-PC-RM,RM1L-PC,-1.22E+02,3.76E+01,0.2499,0.0381,0.1265,0.0687,0.52
CA-T6081605200-PC-S1,S1L-PC,-1.22E+02,3.76E+01,0.1502,0.1597,0.0922,0.0849,0.51
CA-T6081605200-PC-S2,S2L-PC,-1.22E+02,3.76E+01,0.0609,0.0824,0.112,0.1871,0.56
CA-T6081605200-PC-S3,S3-PC,-1.22E+02,3.76E+01,0.0383,0.0173,0.0807,0.0504,0.81
CA-T6081605200-PC-S4,S4L-PC,-1.22E+02,3.76E+01,0.1278,0.1552,0.1134,0.0303,0.57
CA-T6081605200-PC-S5,S5L-PC,-1.22E+02,3.76E+01,0.1994,0.1524,0.1173,0.147,0.38
CA-T6081605200-PC-UR,URML-PC,-1.22E+02,3.76E+01,0.2008,0.0903,0.0108,0.1913,0.51
CA-T6081605200-PC-W1,W1-PC,-1.22E+02,3.76E+01,0.0512,0.0655,0.1099,0.0193,0.75
CA-T6075023103-PC-C2,C2L-PC,-1.22E+02,3.77E+01,0.0767,0.027,0.0742,0.06,0.76
CA-T6075023103-PC-C3,C3L-PC,-1.22E+02,3.77E+01,0.1386,0.0658,0.0814,0.1009,0.61
CA-T6075023103-PC-MH,MH-PC,-1.22E+02,3.77E+01,0.022,0.0244,0.0029,0.1478,0.8
CA-T6075023103-PC-PC,PC2L-PC,-1.22E+02,3.77E+01,0.1574,0.1746,0.1464,0.0168,0.5
CA-T6075023103-PC-RM,RM1L-PC,-1.22E+02,3.77E+01,0.1887,0.0785,0.132,0.1773,0.42
CA-T6075023103-PC-S1,S1L-PC,-1.22E+02,3.77E+01,0.2389,0.0735,0.0558,0.1954,0.44
CA-T6075023103-PC-S2,S2L-PC,-1.22E+02,3.77E+01,0.0223,0.1395,0.1984,0.076,0.56
CA-T6075023103-PC-S3,S3-PC,-1.22E+02,3.77E+01,0.0221,0.1198,0.1898,0.0419,0.63
CA-T6075023103-PC-S4,S4L-PC,-1.22E+02,3.77E+01,0.0128,0.136,0.1129,0.1498,0.59
CA-T6075023103-PC-S5,S5L-PC,-1.22E+02,3.77E+01,0.1805,0.111,0.1784,0.1716,0.36
CA-T6075023103-PC-UR,URML-PC,-1.22E+02,3.77E+01,0.0137,0.0329,0.0175,0.0586,0.88
CA-T6075023103-PC-W1,W1-PC,-1.22E+02,3.77E+01,0.1931,0.022,0.0311,0.0082,0.75
CA-T6075023103-PC-S1,S1M-PC,-1.22E+02,3.77E+01,0.1486,0.0061,0.0678,0.0622,0.72
CA-T6075023103-PC-S2,S2M-PC,-1.22E+02,3.77E+01,0.058,0.1947,0.1109,0.0882,0.55
CA-T6075023103-PC-S4,S4M-PC,-1.22E+02,3.77E+01,0.038,0.0194,0.0709,0.1787,0.69
CA-T6075023103-PC-C1,C1M-PC,-1.22E+02,3.77E+01,0.0354,0.1552,0.1478,0.1816,0.48
CA-T6075023103-PC-C2,C2M-PC,-1.22E+02,3.77E+01,0.1007,0.027,0.022,0.0845,0.77
CA-T6075023103-PC-C3,C3M-PC,-1.22E+02,3.77E+01,0.2075,0.1933,0.0001,0.0608,0.54
CA-T6075023103-PC-PC,PC2M-PC,-1.22E+02,3.77E+01,0.1988,0.0412,0.1034,0.0128,0.64
CA-T6075023103-PC-RM,RM1M-PC,-1.22E+02,3.77E+01,0.1718,0.0002,0.1678,0.0395,0.62
CA-T6075023103-PC-RM,RM2M-PC,-1.22E+02,3.77E+01,0.1276,0.0601,0.0496,0.1102,0.65
CA-T6075023103-PC-UR,URMM-PC,-1.22E+02,3.77E+01,0.1368,0.1769,0.0388,0.1584,0.49
CA-T6075023103-PC-S1,S1H-PC,-1.22E+02,3.77E+01,0.2119,0.0944,0.1973,0.1523,0.34
CA-T6075023103-PC-S2,S2H-PC,-1.22E+02,3.77E+01,0.1062,0.0322,0.0496,0.0103,0.8
CA-T6075023103-PC-S4,S4H-PC,-1.22E+02,3.77E+01,0.0288,0.0217,0.1292,0.0924,0.73
CA-T6075023103-PC-C1,C1H-PC,-1.22E+02,3.77E+01,0.0545,0.1553,0.1174,0.0614,0.61
CA-T6075023103-PC-C2,C2H-PC,-1.22E+02,3.77E+01,0.1197,0.0724,0.0771,0.1488,0.58
CA-T6075023103-PC-C3,C3H-PC,-1.22E+02,3.77E+01,0.0519,0.1987,0.1653,0.1333,0.45
CA-T6075023103-PC-PC,PC2H-PC,-1.22E+02,3.77E+01,0.1949,0.1732,0.0587,0.1383,0.43
CA-T6075023103-PC-RM,RM2H-PC,-1.22E+02,3.77E+01,0.1602,0.1162,0.0131,0.0991,0.61
CA-T6081613700-PC-C2,C2L-PC,-1.22E+02,3.75E+01,0.2026,0.1336,0.035,0.1244,0.5
CA-T6081613700-PC-C3,C3L-PC,-1.22E+02,3.75E+01,0.1848,0.1675,0.106,0.1741,0.37
CA-T6081613700-PC-MH,MH-PC,-1.22E+02,3.75E+01,0.1488,0.1866,0.1753,0.0291,0.46
CA-T6081613700-PC-PC,PC2L-PC,-1.22E+02,3.75E+01,0.2321,0.1925,0.0617,0.1559,0.36
CA-T6081613700-PC-RM,RM1L-PC,-1.22E+02,3.75E+01,0.2144,0.0431,0.0205,0.134,0.59
CA-T6081613700-PC-S1,S1L-PC,-1.22E+02,3.75E+01,0.0318,0.0636,0.1697,0.1569,0.58
CA-T6081613700-PC-S2,S2L-PC,-1.22E+02,3.75E+01,0.1183,0.0777,0.0215,0.0086,0.77
CA-T6081613700-PC-S3,S3-PC,-1.22E+02,3.75E+01,0.1332,0.1762,0.1725,0.0391,0.48
CA-T6081613700-PC-S4,S4L-PC,-1.22E+02,3.75E+01,0.2366,0.0596,0.175,0.0031,0.53
CA-T6081613700-PC-S5,S5L-PC,-1.22E+02,3.75E+01,0.1316,0.0513,0.1421,0.126,0.55
CA-T6081613700-PC-UR,URML-PC,-1.22E+02,3.75E+01,0.2236,0.1156,0.1386,0.1542,0.37
CA-T6081613700-PC-W1,W1-PC,-1.22E+02,3.75E+01,0.0891,0.1718,0.1986,0.0475,0.49
CA-T6081605600-PC-C2,C2L-PC,-1.22E+02,3.76E+01,0.1196,0.1359,0.1239,0.0711,0.55
CA-T6081605600-PC-C3,C3L-PC,-1.22E+02,3.76E+01,0.189,0.0699,0.0809,0.1122,0.55
CA-T6081605600-PC-MH,MH-PC,-1.22E+02,3.76E+01,0.0751,0.016,0.0017,0.1809,0.73
CA-T6081605600-PC-RM,RM1L-PC,-1.22E+02,3.76E+01,0.1427,0.1793,0.0336,0.081,0.56
CA-T6081605600-PC-S2,S2L-PC,-1.22E+02,3.76E+01,0.2065,0.0569,0.0947,0.1237,0.52
CA-T6081605600-PC-S3,S3-PC,-1.22E+02,3.76E+01,0.0881,0.1617,0.1703,0.1965,0.38
CA-T6081605600-PC-S4,S4L-PC,-1.22E+02,3.76E+01,0.221,0.0592,0.0198,0.1711,0.53
CA-T6081605600-PC-S5,S5L-PC,-1.22E+02,3.76E+01,0.1557,0.0563,0.1217,0.0168,0.65
CA-T6081605600-PC-UR,URML-PC,-1.22E+02,3.76E+01,0.0364,0.167,0.1708,0.0471,0.58
CA-T6081605600-PC-W1,W1-PC,-1.22E+02,3.76E+01,0.098,0.1611,0.1219,0.1868,0.43
CA-T6081605100-PC-C2,C2L-PC,-1.22E+02,3.76E+01,0.143,0.1022,0.1516,0.0303,0.57
CA-T6081605100-PC-C3,C3L-PC,-1.22E+02,3.76E+01,0.0598,0.1496,0.1421,0.1679,0.48
CA-T6081605100-PC-MH,MH-PC,-1.22E+02,3.76E+01,0.1173,0.0139,0.1503,0.1276,0.59
CA-T6081605100-PC-RM,RM1L-PC,-1.22E+02,3.76E+01,0.0483,0.1739,0.0673,0.0756,0.63
CA-T6081605100-PC-S1,S1L-PC,-1.22E+02,3.76E+01,0.2302,0.1125,0.13,0.0571,0.47
CA-T6081605100-PC-S2,S2L-PC,-1.22E+02,3.76E+01,0.1463,0.0697,0.1149,0.158,0.51
CA-T6081605100-PC-S3,S3-PC,-1.22E+02,3.76E+01,0.2378,0.1379,0.1144,0.0974,0.41
CA-T6081605100-PC-S4,S4L-PC,-1.22E+02,3.76E+01,0.0799,0.1124,0.1715,0.0063,0.63
CA-T6081605100-PC-S5,S5L-PC,-1.22E+02,3.76E+01,0.1176,0.0998,0.01,0.1159,0.66
CA-T6081605100-PC-UR,URML-PC,-1.22E+02,3.76E+01,0.243,0.1105,0.0557,0.0731,0.52
CA-T6081605100-PC-W1,W1-PC,-1.22E+02,3.76E+01,0.2263,0.0485,0.0098,0.0817,0.63
CA-T6081605100-PC-S1,S1M-PC,-1.22E+02,3.76E+01,0.2229,0.1294,0.0596,0.0337,0.55
CA-T6081605100-PC-S2,S2M-PC,-1.22E+02,3.76E+01,0.0742,0.0097,0.0929,0.1382,0.69
CA-T6081605100-PC-S4,S4M-PC,-1.22E+02,3.76E+01,0.2262,0.1622,0.1725,0.0086,0.43
CA-T6081605100-PC-C1,C1M-PC,-1.22E+02,3.76E+01,0.148,0.0799,0.1355,0.0431,0.59
CA-T6081605100-PC-C2,C2M-PC,-1.22E+02,3.76E+01,0.0477,0.0744,0.0408,0.1297,0.71
CA-T6081605100-PC-C3,C3M-PC,-1.22E+02,3.76E+01,0.1911,0.0103,0.1757,0.0145,0.61
CA-T6081605100-PC-PC,PC2M-PC,-1.22E+02,3.76E+01,0.0818,0.1054,0.0851,0.1924,0.54
CA-T6081605100-PC-RM,RM1M-PC,-1.22E+02,3.76E+01,0.0992,0.0052,0.0733,0.0684,0.75
CA-T6081605100-PC-RM,RM2M-PC,-1.22E+02,3.76E+01,0.1152,0.1638,0.0192,0.1615,0.54
CA-T6081605100-PC-UR,URMM-PC,-1.22E+02,3.76E+01,0.0971,0.0957,0.1891,0.1527,0.47
CA-T6081605100-PC-S1,S1H-PC,-1.22E+02,3.76E+01,0.237,0.0318,0.067,0.096,0.57
CA-T6081605100-PC-S2,S2H-PC,-1.22E+02,3.76E+01,0.1854,0.1293,0.1906,0.0505,0.44
CA-T6081605100-PC-S4,S4H-PC,-1.22E+02,3.76E+01,0.1384,0.1722,0.1157,0.1478,0.43
CA-T6081605100-PC-C1,C1H-PC,-1.22E+02,3.76E+01,0.2245,0.0679,0.0166,0.1962,0.49
CA-T6081605100-PC-C2,C2H-PC,-1.22E+02,3.76E+01,0.1581,0.0993,0.0277,0.0934,0.62
CA-T6081605100-PC-C3,C3H-PC,-1.22E+02,3.76E+01,0.2376,0.1895,0.1318,0.0408,0.4
CA-T6081605100-PC-PC,PC2H-PC,-1.22E+02,3.76E+01,0.033,0.0599,0.0454,0.1496,0.71
CA-T6081605100-PC-RM,RM2H-PC,-1.22E+02,3.76E+01,0.1771,0.1774,0.1663,0.0043,0.47
CA-T6055201300-PC-C2,C2L-PC,-1.22E+02,3.84E+01,0.198,0.053,0.1341,0.1499,0.46
CA-T6055201300-PC-C3,C3L-PC,-1.22E+02,3.84E+01,0.0158,0.0733,0.0656,0.0766,0.77
CA-T6055201300-PC-MH,MH-PC,-1.22E+02,3.84E+01,0.0767,0.0029,0.0974,0.0771,0.75
CA-T6055201300-PC-PC,PC2L-PC,-1.22E+02,3.84E+01,0.1342,0.1025,0.1017,0.1191,0.54
CA-T6055201300-PC-RM,RM1L-PC,-1.22E+02,3.84E+01,0.2166,0.0417,0.1088,0.1623,0.47
CA-T6055201300-PC-S1,S1L-PC,-1.22E+02,3.84E+01,0.0135,0.1364,0.0301,0.1514,0.67
CA-T6055201300-PC-S2,S2L-PC,-1.22E+02,3.84E+01,0.0719,0.1705,0.056,0.1112,0.59
CA-T6055201300-PC-S3,S3-PC,-1.22E+02,3.84E+01,0.1318,0.0481,0.1029,0.0051,0.71
CA-T6055201300-PC-S4,S4L-PC,-1.22E+02,3.84E+01,0.1511,0.1814,0.0375,0.1687,0.46
CA-T6055201300-PC-S5,S5L-PC,-1.22E+02,3.84E+01,0.2188,0.0056,0.1166,0.0562,0.6
CA-T6055201300-PC-UR,URML-PC,-1.22E+02,3.84E+01,0.1432,0.1203,0.195,0.1563,0.39
CA-T6055201300-PC-W1,W1-PC,-1.22E+02,3.84E+01,0.0753,0.0075,0.159,0.0239,0.73
CA-T6013377000-PC-C2,C2L-PC,-1.22E+02,3.79E+01,0.0381,0.0212,0.0871,0.1854,0.67
CA-T6013377000-PC-C3,C3L-PC,-1.22E+02,3.79E+01,0.121,0.0606,0.1179,0.0257,0.67
CA-T6013377000-PC-MH,MH-PC,-1.22E+02,3.79E+01,0.1889,0.1404,0.1892,0.16,0.32
CA-T6013377000-PC-PC,PC2L-PC,-1.22E+02,3.79E+01,0.1901,0.0614,0.0795,0.0541,0.61
CA-T6013377000-PC-RM,RM1L-PC,-1.22E+02,3.79E+01,0.049,0.0367,0.1558,0.083,0.68
CA-T6013377000-PC-S1,S1L-PC,-1.22E+02,3.79E+01,0.0626,0.0538,0.1003,0.0048,0.78
CA-T6013377000-PC-S2,S2L-PC,-1.22E+02,3.79E+01,0.2459,0.0476,0.132,0.0472,0.53
CA-T6013377000-PC-S3,S3-PC,-1.22E+02,3.79E+01,0.0245,0.0503,0.1135,0.0445,0.77
CA-T6013377000-PC-S4,S4L-PC,-1.22E+02,3.79E+01,0.0389,0.1943,0.1254,0.086,0.56
CA-T6013377000-PC-S5,S5L-PC,-1.22E+02,3.79E+01,0.0253,0.0697,0.0253,0.1226,0.76
CA-T6013377000-PC-UR,URML-PC,-1.22E+02,3.79E+01,0.0258,0.1878,0.0624,0.1309,0.59
CA-T6013377000-PC-W1,W1-PC,-1.22E+02,3.79E+01,0.0212,0.1353,0.1278,0.0724,0.64
CA-T6013377000-PC-S1,S1M-PC,-1.22E+02,3.79E+01,0.0326,0.1229,0.0031,0.1566,0.68
CA-T6013377000-PC-S2,S2M-PC,-1.22E+02,3.79E+01,0.1484,0.1497,0.1447,0.1153,0.44
CA-T6013377000-PC-S4,S4M-PC,-1.22E+02,3.79E+01,0.0902,0.1667,0.0084,0.073,0.66
CA-T6013377000-PC-C1,C1M-PC,-1.22E+02,3.79E+01,0.1456,0.1866,0.1138,0.0948,0.46
CA-T6013377000-PC-C2,C2M-PC,-1.22E+02,3.79E+01,0.1834,0.1939,0.0602,0.1722,0.39
CA-T6013377000-PC-C3,C3M-PC,-1.22E+02,3.79E+01,0.1964,0.0741,0.039,0.1331,0.56
CA-T6013377000-PC-PC,PC2M-PC,-1.22E+02,3.79E+01,0.0525,0.1091,0.0624,0.0285,0.75
CA-T6013377000-PC-RM,RM1M-PC,-1.22E+02,3.79E+01,0.1617,0.1879,0.0497,0.032,0.57
CA-T6013377000-PC-RM,RM2M-PC,-1.22E+02,3.79E+01,0.0963,0.0353,0.0149,0.0185,0.84
CA-T6013377000-PC-UR,URMM-PC,-1.22E+02,3.79E+01,0.1326,0.026,0.1781,0.1729,0.49
CA-T6013377000-PC-S1,S1H-PC,-1.22E+02,3.79E+01,0.1153,0.0445,0.1999,0.1285,0.51
CA-T6013377000-PC-S2,S2H-PC,-1.22E+02,3.79E+01,0.1882,0.1307,0.1716,0.0985,0.41
CA-T6013377000-PC-S4,S4H-PC,-1.22E+02,3.79E+01,0.1728,0.1132,0.0103,0.0567,0.65
CA-T6013377000-PC-C1,C1H-PC,-1.22E+02,3.79E+01,0.1421,0.1691,0.0215,0.1159,0.55
CA-T6013377000-PC-C2,C2H-PC,-1.22E+02,3.79E+01,0.1285,0.1341,0.1414,0.066,0.53
CA-T6013377000-PC-C3,C3H-PC,-1.22E+02,3.79E+01,0.2175,0.0629,0.0277,0.146,0.55
CA-T6013377000-PC-PC,PC2H-PC,-1.22E+02,3.79E+01,0.2143,0.102,0.084,0.0883,0.51
CA-T6013377000-PC-RM,RM2H-PC,-1.22E+02,3.79E+01,0.1783,0.0776,0.1576,0.085,0.5
CA-T6013376000-PC-C2,C2L-PC,-1.22E+02,3.79E+01,0.1398,0.115,0.1226,0.1486,0.47
CA-T6013376000-PC-C3,C3L-PC,-1.22E+02,3.79E+01,0.1911,0.1284,0.115,0.0753,0.49
CA-T6013376000-PC-MH,MH-PC,-1.22E+02,3.79E+01,0.052,0.0662,0.1535,0.023,0.71
CA-T6013376000-PC-PC,PC2L-PC,-1.22E+02,3.79E+01,0.2437,0.1494,0.0384,0.0369,0.53
CA-T6013376000-PC-RM,RM1L-PC,-1.22E+02,3.79E+01,0.2417,0.1063,0.1844,0.0243,0.44
CA-T6013376000-PC-S1,S1L-PC,-1.22E+02,3.79E+01,0.148,0.196,0.0765,0.0326,0.55
CA-T6013376000-PC-S2,S2L-PC,-1.22E+02,3.79E+01,0.1707,0.1867,0.1198,0.0637,0.46
CA-T6013376000-PC-S3,S3-PC,-1.22E+02,3.79E+01,0.1684,0.072,0.1529,0.1899,0.42
CA-T6013376000-PC-S4,S4L-PC,-1.22E+02,3.79E+01,0.0934,0.1364,0.0356,0.1353,0.6
CA-T6013376000-PC-S5,S5L-PC,-1.22E+02,3.79E+01,0.0925,0.0491,0.0209,0.1722,0.67
CA-T6013376000-PC-UR,URML-PC,-1.22E+02,3.79E+01,0.0908,0.0385,0.0325,0.0936,0.74
CA-T6013376000-PC-W1,W1-PC,-1.22E+02,3.79E+01,0.1201,0.0935,0.1801,0.1165,0.49
CA-T6013376000-PC-S1,S1M-PC,-1.22E+02,3.79E+01,0.1994,0.14,0.1072,0.0083,0.55
CA-T6013376000-PC-S2,S2M-PC,-1.22E+02,3.79E+01,0.2117,0.0753,0.0855,0.1644,0.46
CA-T6013376000-PC-S4,S4M-PC,-1.22E+02,3.79E+01,0.2159,0.0156,0.0283,0.0529,0.69
CA-T6013376000-PC-C1,C1M-PC,-1.22E+02,3.79E+01,0.0174,0.1063,0.1725,0.1059,0.6
CA-T6013376000-PC-C2,C2M-PC,-1.22E+02,3.79E+01,0.076,0.0682,0.0391,0.1419,0.67
CA-T6013376000-PC-C3,C3M-PC,-1.22E+02,3.79E+01,0.0433,0.0353,0.0288,0.1917,0.7
CA-T6013376000-PC-PC,PC2M-PC,-1.22E+02,3.79E+01,0.0574,0.1916,0.1421,0.1887,0.42
CA-T6013376000-PC-RM,RM1M-PC,-1.22E+02,3.79E+01,0.1943,0.1174,0.0178,0.0874,0.58
CA-T6013376000-PC-RM,RM2M-PC,-1.22E+02,3.79E+01,0.2427,0.0107,0.1433,0.0213,0.58
CA-T6013376000-PC-UR,URMM-PC,-1.22E+02,3.79E+01,0.194,0.0764,0.0284,0.135,0.57
CA-T6013376000-PC-S1,S1H-PC,-1.22E+02,3.79E+01,0.2403,0.0535,0.0009,0.1878,0.52
CA-T6013376000-PC-S2,S2H-PC,-1.22E+02,3.79E+01,0.1672,0.156,0.0235,0.1418,0.51
CA-T6013376000-PC-S4,S4H-PC,-1.22E+02,3.79E+01,0.1395,0.0256,0.0942,0.0064,0.73
CA-T6013376000-PC-C1,C1H-PC,-1.22E+02,3.79E+01,0.0642,0.0125,0.0873,0.01,0.83
